DAY,ID,DATA,Maincontract,Submaincontract
1月9日,CS,-0.16709258325655243,CS1505.DCE,CS1509.DCE
1月9日,MA,-0.13307014437199224,MA506.CZC,MA509.CZC
1月9日,TC,-0.055180407175972584,TC505.CZC,TC509.CZC
1月9日,IM,-0.026644811064067003,IM_S1501.SHF,IM_S1503.SHF
1月9日,Y,-0.041795488377418984,Y1505.DCE,Y1509.DCE
1月9日,RM,0.05282140909040309,RM505.CZC,RM509.CZC
1月9日,ME,0.3788987753539992,ME505.CZC,ME501.CZC
1月9日,EF,0.012838099257852346,EF1509-S.CFE,EF1501-S.CFE
1月9日,BU,-0.33397813804961923,BU1506.SHF,BU1509.SHF
1月9日,OI,-0.029809419934769665,OI505.CZC,OI509.CZC
1月12日,PP,0.09173831540805746,PP1505.DCE,PP1509.DCE
1月12日,AF,0.10044028618602091,AF1509-S.CFE,AF1506-S.CFE
1月12日,JM,-0.06007043876106777,JM1505.DCE,JM1509.DCE
1月12日,AG,0.04513053008233653,AG1506.SHF,AG1501.SHF
1月12日,CU,0.09994153734579549,CU1503.SHF,CU1504.SHF
1月12日,SR,-0.07895463727457577,SR505.CZC,SR509.CZC
1月12日,B,-0.01708031318422848,B1505.DCE,B1509.DCE
1月12日,J,-0.38116764788337537,J1505.DCE,J1501.DCE
1月12日,L,0.0757976928428288,L1505.DCE,L1509.DCE
1月12日,RI,0.06653645833333333,RI505.CZC,RI501.CZC
1月12日,P,-0.032482185650628985,P1505.DCE,P1509.DCE
1月12日,ZN,-0.051430739215261215,ZN1503.SHF,ZN1502.SHF
1月12日,RB,-0.01797968956192817,RB1505.SHF,RB1510.SHF
1月12日,PB,0.010576644450883802,PB1503.SHF,PB1502.SHF
1月12日,TA,-0.07023620532063309,TA505.CZC,TA509.CZC
1月12日,JD,-0.2308324725425301,JD1505.DCE,JD1509.DCE
1月12日,V,0.038044611215342916,V1505.DCE,V1509.DCE
1月12日,I,0.11104913543937935,I1505.DCE,I1509.DCE
1月12日,M,0.013660494253667747,M1505.DCE,M1509.DCE
1月12日,FG,0.052145340254297824,FG506.CZC,FG509.CZC
1月12日,A,0.04814297804987964,A1505.DCE,A1509.DCE
1月12日,BB,-0.033615767176275554,BB1502.DCE,BB1505.DCE
1月12日,FU,-0.2635809954627826,FU1503.SHF,FU1506.SHF
1月12日,CF,-0.07838208962446767,CF505.CZC,CF509.CZC
1月12日,WR,0.03621116988898716,WR1504.SHF,WR1511.SHF
1月12日,RU,0.0779407562325913,RU1505.SHF,RU1509.SHF
1月12日,FB,0.0,FB1505.DCE,FB1501.DCE
1月12日,AU,0.012364498644986451,AU1506.SHF,AU1502.SHF
1月12日,C,0.013660494253667747,M1505.DCE,M1509.DCE
1月12日,HC,-0.20415254237288133,HC1505.SHF,HC1501.SHF
1月12日,AL,-0.04592119168637713,AL1503.SHF,AL1504.SHF
1月12日,WH,-0.10743448537789593,WH501.CZC,WH505.CZC
1月12日,CS,-0.16351203327177247,CS1505.DCE,CS1509.DCE
1月12日,MA,-0.14919432910956695,MA506.CZC,MA509.CZC
1月12日,TC,-0.04363940698230511,TC505.CZC,TC509.CZC
1月12日,IM,-0.02922727879354064,IM_S1501.SHF,IM_S1503.SHF
1月12日,Y,-0.04278549479624559,Y1505.DCE,Y1509.DCE
1月12日,RM,0.052797311732241406,RM505.CZC,RM509.CZC
1月12日,ME,0.41221393034825865,ME505.CZC,ME501.CZC
1月12日,EF,0.0,EF1509-S.CFE,EF1501-S.CFE
1月12日,BU,-0.3368984302385625,BU1506.SHF,BU1509.SHF
1月12日,OI,-0.028838480804633117,OI505.CZC,OI509.CZC
1月13日,PP,0.11269995010419417,PP1505.DCE,PP1509.DCE
1月13日,AF,0.0,AF1509-S.CFE,AF1506-S.CFE
1月13日,JM,-0.04812129202373105,JM1505.DCE,JM1509.DCE
1月13日,AG,0.032518635108246964,AG1506.SHF,AG1501.SHF
1月13日,CU,0.10245652899584257,CU1503.SHF,CU1504.SHF
1月13日,SR,-0.07826857580341721,SR505.CZC,SR509.CZC
1月13日,B,-0.05372624637531831,B1505.DCE,B1509.DCE
1月13日,J,-0.382760067114094,J1505.DCE,J1501.DCE
1月13日,L,0.09171862484883703,L1505.DCE,L1509.DCE
1月13日,RI,0.0556733630952381,RI505.CZC,RI501.CZC
1月13日,P,-0.03414956768615305,P1505.DCE,P1509.DCE
1月13日,ZN,0.03268591669817516,ZN1503.SHF,ZN1504.SHF
1月13日,RB,-0.008520074696545284,RB1505.SHF,RB1510.SHF
1月13日,PB,-0.016047247787091858,PB1503.SHF,PB1502.SHF
1月13日,TA,-0.07319183966396133,TA505.CZC,TA509.CZC
1月13日,JD,-0.2539851599389356,JD1505.DCE,JD1509.DCE
1月13日,V,0.026574444848926102,V1505.DCE,V1509.DCE
1月13日,I,0.12338792826597704,I1505.DCE,I1509.DCE
1月13日,M,0.007477450584441049,M1505.DCE,M1509.DCE
1月13日,FG,0.030285429804181876,FG506.CZC,FG509.CZC
1月13日,A,0.049121545637225074,A1505.DCE,A1509.DCE
1月13日,BB,0.06668493651228648,BB1502.DCE,BB1505.DCE
1月13日,FU,-0.2635809954627826,FU1503.SHF,FU1506.SHF
1月13日,CF,-0.08267827407189735,CF505.CZC,CF509.CZC
1月13日,WR,0.03621116988898716,WR1504.SHF,WR1511.SHF
1月13日,RU,0.07778143706774637,RU1505.SHF,RU1509.SHF
1月13日,FB,-0.049863387978142076,FB1505.DCE,FB1501.DCE
1月13日,AU,0.024628879892037787,AU1506.SHF,AU1502.SHF
1月13日,C,0.007477450584441049,M1505.DCE,M1509.DCE
1月13日,HC,-0.1379681321237497,HC1505.SHF,HC1501.SHF
1月13日,AL,-0.04140982490640245,AL1503.SHF,AL1504.SHF
1月13日,WH,-0.10334088335220837,WH501.CZC,WH505.CZC
1月13日,CS,-0.16450846811239966,CS1505.DCE,CS1509.DCE
1月13日,MA,-0.14419594846695785,MA506.CZC,MA509.CZC
1月13日,TC,-0.03756303385818668,TC505.CZC,TC509.CZC
1月13日,IM,-0.12043527740180335,IM_S1501.SHF,IM_S1503.SHF
1月13日,Y,-0.04452254920316125,Y1505.DCE,Y1509.DCE
